City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Helong,CN,2022-06-06 19:58:25,42.5397,128.9972,44.6,98,100,2.01
284,Great Yarmouth,GB,2022-06-06 19:58:25,52.6083,1.7305,55.65,85,100,9.24
285,Poso,ID,2022-06-06 19:58:26,-1.3959,120.7524,74.95,87,96,2.48
286,Hella,NO,2022-06-06 19:58:26,67.2,14.4333,50.76,88,75,19.57
287,Portland,US,2022-06-06 19:57:14,45.5234,-122.6762,67.51,61,53,4.0
288,Porto Velho,BR,2022-06-06 19:58:26,-8.7619,-63.9039,87.85,58,0,4.61
289,Pisco,PE,2022-06-06 19:54:59,-13.7,-76.2167,69.85,64,0,6.91
290,Sur,OM,2022-06-06 19:58:27,22.5667,59.5289,85.26,63,36,14.0
291,San Policarpo,PH,2022-06-06 19:58:27,12.1791,125.5072,78.17,86,9,5.39
292,Kharan,PK,2022-06-06 19:58:27,28.5833,65.4167,81.57,7,0,5.32
293,Touros,BR,2022-06-06 19:58:27,-5.1989,-35.4608,79.5,76,2,12.35
294,Tuktoyaktuk,CA,2022-06-06 19:58:28,69.4541,-133.0374,33.8,75,75,8.05
295,Qidong,CN,2022-06-06 19:58:28,31.8128,121.6561,71.92,95,55,12.86
296,Bonavista,CA,2022-06-06 19:58:28,48.6499,-53.1147,42.03,81,64,5.86
297,Road Town,VG,2022-06-06 19:58:29,18.4167,-64.6167,86.04,70,40,10.36
298,Honiara,SB,2022-06-06 19:58:29,-9.4333,159.95,75.67,85,3,6.98
299,Muros,ES,2022-06-06 19:58:29,42.7762,-9.0603,65.68,81,99,2.48
300,San Patricio,US,2022-06-06 19:58:30,28.017,-97.5169,97.52,39,0,20.15
301,Sehithwa,BW,2022-06-06 19:58:30,-20.4667,22.7167,54.54,57,54,6.89
302,Naryan-Mar,RU,2022-06-06 19:58:30,67.6713,53.087,58.51,38,73,9.04
303,Bezhetsk,RU,2022-06-06 19:58:31,57.7851,36.6965,46.49,66,0,8.1
304,Spokane,US,2022-06-06 19:58:31,47.6166,-117.3677,63.95,53,94,7.0
305,Erenhot,CN,2022-06-06 19:58:31,43.6475,111.9767,58.75,36,5,11.72
306,Dourados,BR,2022-06-06 19:56:05,-22.2211,-54.8056,80.98,48,67,6.11
307,Rovaniemi,FI,2022-06-06 19:58:32,66.5,25.7167,49.41,57,0,10.36
308,Bethel,US,2022-06-06 19:58:32,41.3712,-73.414,83.34,38,50,1.01
309,Chernyshevskiy,RU,2022-06-06 19:58:32,63.0128,112.4714,43.81,87,7,2.48
310,Kavaratti,IN,2022-06-06 19:58:32,10.5669,72.642,83.66,77,100,17.38
311,Sao Filipe,CV,2022-06-06 19:58:33,14.8961,-24.4956,76.33,74,1,11.14
312,Sembe,CG,2022-06-06 19:58:33,1.6481,14.5806,70.7,96,94,1.21
313,Vardo,NO,2022-06-06 19:58:33,70.3705,31.1107,42.78,87,0,4.61
314,Ahipara,NZ,2022-06-06 19:58:34,-35.1667,173.1667,55.87,93,76,5.7
315,Tateyama,JP,2022-06-06 19:58:34,34.9833,139.8667,64.09,86,99,14.92
316,Jumla,NP,2022-06-06 19:58:34,29.2747,82.1838,55.09,59,56,3.85
317,Hasaki,JP,2022-06-06 19:59:35,35.7333,140.8333,61.29,90,100,19.28
318,Dali,CN,2022-06-06 19:59:35,25.7,100.1833,62.55,98,100,4.0
319,Kawalu,ID,2022-06-06 19:59:35,-7.3817,108.2082,70.86,95,91,0.51
320,Souillac,MU,2022-06-06 19:59:36,-20.5167,57.5167,71.98,83,20,1.14
321,Sitka,US,2022-06-06 19:59:36,57.0531,-135.33,54.45,78,100,0.43
322,Impfondo,CG,2022-06-06 19:59:36,1.6381,18.0667,71.89,94,86,2.48
323,Contai,IN,2022-06-06 19:59:36,21.7786,87.7536,83.21,88,15,14.27
324,Eureka,US,2022-06-06 19:56:02,40.8021,-124.1637,68.67,77,84,11.01
325,Kizukuri,JP,2022-06-06 19:59:37,40.8061,140.3861,51.12,91,100,15.32
326,Saint George,US,2022-06-06 19:57:20,37.1041,-113.5841,96.8,15,6,5.01
327,Srednekolymsk,RU,2022-06-06 19:59:37,67.45,153.6833,38.57,62,24,14.12
328,Ketchikan,US,2022-06-06 19:59:37,55.3422,-131.6461,53.69,82,100,4.88
329,Carlisle,US,2022-06-06 19:58:46,40.2015,-77.1889,82.51,41,45,11.21
330,Eldorado,BR,2022-06-06 19:59:38,-23.7869,-54.2836,75.97,76,99,3.44
331,Jiexiu,CN,2022-06-06 19:59:38,37.0244,111.9125,65.97,38,12,0.27
332,Marfino,RU,2022-06-06 19:59:39,55.7028,37.3822,60.71,67,0,6.71
333,Acqui Terme,IT,2022-06-06 19:59:39,44.6751,8.4675,73.67,84,52,10.0
334,Verkhoyansk,RU,2022-06-06 19:59:39,67.5447,133.385,62.44,56,99,4.0
335,Brownsville,US,2022-06-06 19:55:24,25.9018,-97.4975,91.94,59,2,7.0
336,Mporokoso,ZM,2022-06-06 19:59:40,-9.3727,30.125,60.39,62,67,7.9
337,Morondava,MG,2022-06-06 19:59:40,-20.2833,44.2833,72.5,68,4,6.04
338,Matera,IT,2022-06-06 19:59:40,40.5,16.4167,78.94,42,59,5.3
339,Zaigrayevo,RU,2022-06-06 19:59:40,51.8336,108.2703,50.76,90,40,3.69
340,Gainesville,US,2022-06-06 19:56:59,29.6516,-82.3248,92.7,70,100,14.97
341,Codrington,AU,2022-06-06 19:59:41,-38.2667,141.9667,48.9,70,98,21.52
342,Thaba-Tseka,LS,2022-06-06 19:59:41,-29.522,28.6084,41.85,50,0,2.89
343,Sioux Lookout,CA,2022-06-06 19:59:41,50.1001,-91.917,64.47,45,75,2.3
344,George Town,MY,2022-06-06 19:55:31,5.4112,100.3354,78.73,99,40,5.99
345,Xining,CN,2022-06-06 19:59:42,36.6167,101.7667,47.77,85,100,5.53
346,Kutum,SD,2022-06-06 19:59:42,14.2,24.6667,83.75,12,34,10.16
347,Rwamagana,RW,2022-06-06 19:59:42,-1.9487,30.4347,69.24,82,46,2.57
348,Nanortalik,GL,2022-06-06 19:59:43,60.1432,-45.2371,41.05,77,100,3.31
349,Lincoln,US,2022-06-06 19:55:16,40.8,-96.667,81.27,67,92,4.0
350,Asuncion Ixtaltepec,MX,2022-06-06 19:59:43,16.5,-95.05,85.87,59,100,10.98
351,Boende,CD,2022-06-06 19:59:44,-0.2167,20.8667,74.95,86,96,1.74
352,Bosanska Dubica,BA,2022-06-06 19:59:44,45.1767,16.8094,68.11,85,22,2.37
353,Gamba,GA,2022-06-06 19:59:44,-2.65,10.0,74.03,87,99,4.94
354,Siuna,NI,2022-06-06 19:59:44,13.7332,-84.7773,86.25,67,100,5.08
355,Strenci,LV,2022-06-06 19:59:45,57.6257,25.6854,57.16,68,100,5.32
356,Edson,CA,2022-06-06 19:59:45,53.5835,-116.4356,50.14,100,100,8.05
357,Ocos,GT,2022-06-06 19:59:45,14.5094,-92.1933,84.18,70,80,12.3
358,Ligayan,PH,2022-06-06 19:59:46,4.6533,119.4706,83.77,69,31,6.2
359,Santa Isabel Do Rio Negro,BR,2022-06-06 19:59:46,-0.4139,-65.0192,87.55,56,86,3.78
360,Cukai,MY,2022-06-06 19:59:46,4.25,103.4167,77.0,91,100,4.63
361,Tecolutla,MX,2022-06-06 19:59:47,20.4833,-97.0167,87.51,61,41,16.44
362,Padang,ID,2022-06-06 20:00:47,-0.9492,100.3543,73.45,87,100,4.09
363,Kavieng,PG,2022-06-06 20:00:47,-2.5744,150.7967,81.72,77,28,10.13
364,Maldonado,UY,2022-06-06 20:00:48,-34.6667,-54.9167,51.22,84,100,4.76
365,Aleksandrov Gay,RU,2022-06-06 20:00:48,50.147,48.5704,58.35,79,7,20.15
366,Namtsy,RU,2022-06-06 20:00:49,62.7161,129.6658,64.31,63,64,2.19
367,Glodeni,MD,2022-06-06 20:00:49,47.7708,27.5144,64.08,61,57,3.6
368,Olinda,BR,2022-06-06 19:59:37,-8.0089,-34.8553,74.93,94,100,14.97
369,Urupes,BR,2022-06-06 20:00:50,-21.2017,-49.29,81.52,37,100,4.52
370,Amga,RU,2022-06-06 20:00:50,60.8953,131.9608,62.1,66,26,0.54
371,Mattru,SL,2022-06-06 20:00:50,7.6244,-11.8332,75.78,93,67,3.49
372,Fortuna,US,2022-06-06 20:00:51,40.5982,-124.1573,66.85,82,75,13.8
373,Luanda,AO,2022-06-06 20:00:16,-8.8368,13.2343,72.86,85,100,9.93
374,Zemio,CF,2022-06-06 20:00:51,5.0314,25.1361,73.38,80,82,1.39
375,Znamenka,RU,2022-06-06 20:00:52,52.4167,41.4311,53.56,92,1,8.48
376,Tupiza,BO,2022-06-06 20:00:52,-21.45,-65.7167,63.25,14,0,14.72
377,Murdochville,CA,2022-06-06 20:00:52,48.9583,-65.5006,61.77,38,82,6.76
378,Kangaatsiaq,GL,2022-06-06 20:00:53,68.3065,-53.4641,33.48,79,64,12.28
379,Dingle,PH,2022-06-06 20:00:53,10.9995,122.6711,76.17,88,62,3.33
380,Kapoeta,SS,2022-06-06 20:00:54,4.7717,33.5903,82.27,40,100,4.45
381,Dehloran,IR,2022-06-06 20:00:54,32.6941,47.2679,100.26,9,62,7.47
382,Mandiana,GN,2022-06-06 20:00:55,10.6333,-8.6833,86.34,43,95,8.19
383,Tilichiki,RU,2022-06-06 20:00:55,60.4667,166.1,44.78,88,100,5.5
384,Havre-Saint-Pierre,CA,2022-06-06 20:00:55,50.2334,-63.5986,53.74,68,4,18.72
385,Krasnoarmeysk,RU,2022-06-06 20:00:56,51.0239,45.6969,55.78,85,0,13.78
386,Heihe,CN,2022-06-06 20:00:56,50.2441,127.4902,54.99,75,12,2.89
387,Tsaratanana,MG,2022-06-06 20:00:57,-16.7833,47.65,66.27,80,2,9.75
388,Sorong,ID,2022-06-06 20:00:57,-0.8833,131.25,77.5,85,99,5.12
389,Salinopolis,BR,2022-06-06 20:00:57,-0.6136,-47.3561,80.02,85,68,6.91
390,Touba,CI,2022-06-06 20:00:58,8.2833,-7.6833,74.48,80,100,3.29
391,Konyshevka,RU,2022-06-06 20:00:58,51.8418,35.2941,60.17,73,100,4.99
392,Dolores,AR,2022-06-06 20:00:02,-36.3132,-57.6792,58.57,51,5,5.46
393,Puerto Baquerizo Moreno,EC,2022-06-06 20:00:58,-0.9,-89.6,72.0,84,40,11.54
394,Luangwa,ZM,2022-06-06 20:00:59,-15.6167,30.4167,60.1,67,0,2.93
395,Alofi,NU,2022-06-06 20:00:59,-19.0595,-169.9187,79.75,71,0,6.49
396,Magadan,RU,2022-06-06 20:01:00,59.5667,150.8,50.47,77,100,4.88
397,Ruwi,OM,2022-06-06 20:01:00,23.5996,58.5507,91.89,42,1,9.01
398,Manta,EC,2022-06-06 20:00:12,-0.95,-80.7333,76.37,74,66,10.63
399,Atbasar,KZ,2022-06-06 20:01:01,51.8,68.3333,58.68,59,100,7.43
400,Bandarbeyla,SO,2022-06-06 20:01:01,9.4942,50.8122,80.58,76,98,23.76
401,Husavik,IS,2022-06-06 20:01:02,66.0449,-17.3389,46.63,63,70,3.13
402,Bridlington,GB,2022-06-06 20:01:02,54.0831,-0.1919,55.89,79,100,14.97
403,Sitrah,BH,2022-06-06 20:01:02,26.1547,50.6206,95.0,37,0,3.44
404,Taft,IR,2022-06-06 20:01:03,31.7471,54.2088,85.95,12,20,6.91
405,Bara,NG,2022-06-06 20:01:03,10.3744,10.7288,83.95,53,51,6.85
406,Urusha,RU,2022-06-06 20:01:03,54.05,122.9,52.9,76,33,3.38
407,Mount Gambier,AU,2022-06-06 20:02:04,-37.8333,140.7667,47.32,77,98,13.15
408,Sola,VU,2022-06-06 20:02:04,-13.8833,167.55,80.73,77,39,19.71
409,Ciudad Bolivar,VE,2022-06-06 20:02:05,8.1222,-63.5497,84.11,66,86,10.51
410,Kilindoni,TZ,2022-06-06 20:02:05,-7.9139,39.6668,79.88,70,68,19.77
411,Port-Cartier,CA,2022-06-06 20:02:05,50.0334,-66.8654,63.23,52,21,11.61
412,Pacific Grove,US,2022-06-06 20:02:05,36.6177,-121.9166,77.81,79,0,10.36
413,Doba,TD,2022-06-06 20:02:06,8.65,16.85,82.51,54,9,3.67
414,Kasempa,ZM,2022-06-06 20:02:06,-13.4584,25.8338,58.77,54,61,9.69
415,Keetmanshoop,NA,2022-06-06 19:59:38,-26.5833,18.1333,61.25,28,95,13.8
416,Boca Do Acre,BR,2022-06-06 20:02:07,-8.7522,-67.3978,84.16,66,100,1.63
417,Severo-Kurilsk,RU,2022-06-06 20:02:07,50.6789,156.125,43.88,87,100,4.65
418,Los Llanos De Aridane,ES,2022-06-06 20:02:07,28.6585,-17.9182,67.75,87,40,16.11
419,Olafsvik,IS,2022-06-06 20:02:08,64.8945,-23.7142,47.73,73,100,10.18
420,Rocha,UY,2022-06-06 20:02:08,-34.4833,-54.3333,53.42,86,100,5.77
421,Presidente Epitacio,BR,2022-06-06 20:02:08,-21.7633,-52.1156,85.53,34,99,2.55
422,Urucara,BR,2022-06-06 20:02:08,-2.5364,-57.76,79.66,85,88,0.67
423,Kampene,CD,2022-06-06 20:02:09,-3.6,26.6667,68.9,73,19,1.88
424,Krasnokamensk,RU,2022-06-06 20:02:09,50.0979,118.0369,54.41,41,35,3.6
425,Miri,MY,2022-06-06 20:02:09,4.4148,114.0089,76.05,87,97,4.52
426,Sechura,PE,2022-06-06 20:02:10,-5.5569,-80.8222,76.3,57,53,12.21
427,Fare,PF,2022-06-06 20:02:10,-16.7,-151.0167,80.53,71,1,19.64
428,Port Moresby,PG,2022-06-06 20:02:01,-9.4431,147.1797,74.62,89,61,4.65
429,Lavrentiya,RU,2022-06-06 20:02:10,65.5833,-171.0,40.77,67,97,1.79
430,Requena,ES,2022-06-06 20:02:11,39.4883,-1.1004,68.79,35,77,1.83
431,Port Macquarie,AU,2022-06-06 20:02:11,-31.4333,152.9167,37.89,76,0,8.41
432,Kununurra,AU,2022-06-06 19:59:08,-15.7667,128.7333,78.78,65,79,4.61
433,Novyy Oskol,RU,2022-06-06 20:02:11,50.7631,37.8691,56.43,89,6,4.36
434,Nome,US,2022-06-06 20:02:12,64.5011,-165.4064,71.17,37,16,7.29
435,Tonj,SS,2022-06-06 20:00:20,7.2737,28.6822,72.93,83,100,4.63
436,Den Helder,NL,2022-06-06 20:02:12,52.9599,4.7593,54.99,83,75,18.41
437,Mocuba,MZ,2022-06-06 20:02:12,-16.8392,36.9856,63.81,99,100,4.7
438,Trofors,NO,2022-06-06 20:02:13,65.5333,13.4063,46.27,74,100,4.29
439,Laurel,US,2022-06-06 19:59:47,39.0993,-76.8483,84.63,37,0,9.22
440,Det Udom,TH,2022-06-06 20:02:13,14.906,105.0784,76.62,88,100,4.74
441,Queimadas,BR,2022-06-06 20:02:13,-10.9783,-39.6264,74.84,65,89,9.6
442,Makakilo City,US,2022-06-06 20:02:14,21.3469,-158.0858,82.62,59,23,3.36
443,Nueva Londres,PY,2022-06-06 20:02:14,-25.4045,-56.5498,69.12,93,100,5.12
444,Finschhafen,PG,2022-06-06 20:02:14,-6.6024,147.8681,78.75,76,85,8.68
445,Ovalle,CL,2022-06-06 19:59:12,-30.5983,-71.2003,74.12,19,0,3.69
446,Papillion,US,2022-06-06 19:59:33,41.1544,-96.0422,79.56,70,40,8.05
447,Opuwo,NA,2022-06-06 20:02:15,-18.0607,13.84,60.06,36,2,7.4
448,Pailon,BO,2022-06-06 20:02:15,-17.65,-62.75,80.2,57,100,3.85
449,Coihaique,CL,2022-06-06 20:02:15,-45.5752,-72.0662,37.89,96,100,7.74
450,Burns Lake,CA,2022-06-06 19:57:54,54.2331,-125.7533,54.82,36,36,8.08
451,Romitan,UZ,2022-06-06 20:02:16,39.9343,64.3814,75.15,29,0,4.61
452,Abu Zabad,SD,2022-06-06 20:02:16,12.35,29.25,88.95,36,63,12.59
453,Maamba,ZM,2022-06-06 20:02:16,-17.3667,27.15,57.6,57,25,2.68
454,Aripuana,BR,2022-06-06 20:02:17,-9.1667,-60.6333,85.53,57,89,1.54
455,Boa Vista,BR,2022-06-06 20:00:41,2.8197,-60.6733,73.56,93,100,5.53
456,College,US,2022-06-06 20:01:41,64.8569,-147.8028,73.99,30,10,1.99
457,Kapuskasing,CA,2022-06-06 20:03:17,49.4169,-82.4331,55.49,88,100,9.22
458,Rauma,FI,2022-06-06 20:03:17,61.1272,21.5113,50.04,58,0,1.83
459,Najibabad,IN,2022-06-06 20:03:18,29.6333,78.3333,88.03,15,0,4.41
460,Carutapera,BR,2022-06-06 20:03:18,-1.195,-46.02,77.23,94,33,5.46
461,Ondjiva,AO,2022-06-06 20:03:18,-17.0667,15.7333,56.73,37,46,7.9
462,Meiganga,CM,2022-06-06 20:03:19,6.5167,14.3,64.0,90,100,2.86
463,Paita,PE,2022-06-06 20:03:19,-5.0892,-81.1144,69.75,71,5,15.57
464,Half Moon Bay,US,2022-06-06 20:03:19,37.4636,-122.4286,82.54,64,40,21.85
465,Zhenhai,CN,2022-06-06 20:03:20,24.2582,118.0905,74.08,95,100,7.0
466,El Cobre,CU,2022-06-06 20:03:20,20.0489,-75.9469,85.44,70,40,9.22
467,Vilhena,BR,2022-06-06 20:03:20,-12.7406,-60.1458,77.83,62,100,3.13
468,Pontianak,ID,2022-06-06 20:03:20,-0.0333,109.3333,75.18,100,42,1.14
469,Qaqortoq,GL,2022-06-06 20:03:21,60.7167,-46.0333,41.59,88,100,3.85
470,Mozarlandia,BR,2022-06-06 20:03:21,-14.7447,-50.5706,90.63,25,20,3.96
471,Dicabisagan,PH,2022-06-06 20:03:21,17.0818,122.4157,78.76,88,85,3.8
472,Hassleholm,SE,2022-06-06 20:03:22,56.1591,13.7664,58.78,99,95,5.3
473,Pakxan,LA,2022-06-06 20:03:22,18.3778,103.6601,75.94,93,100,0.65
474,Uige,AO,2022-06-06 20:03:22,-7.6087,15.0613,67.86,50,90,3.4
475,Guerrero Negro,MX,2022-06-06 20:03:23,27.9769,-114.0611,70.86,67,42,20.02
476,Iberia,US,2022-06-06 20:02:03,29.9502,-91.7507,91.96,58,20,9.22
477,Dondo,MZ,2022-06-06 20:03:23,-19.6094,34.7431,71.11,94,97,9.51
478,Blythe,US,2022-06-06 20:03:23,33.6103,-114.5964,103.03,15,0,0.0
479,Isangel,VU,2022-06-06 20:03:24,-19.55,169.2667,73.87,80,4,6.64
480,Maymyo,MM,2022-06-06 20:03:24,22.0333,96.4667,67.68,88,100,1.7
481,Le Port,RE,2022-06-06 20:03:24,-20.9373,55.2919,73.36,67,70,5.17
482,Senador Jose Porfirio,BR,2022-06-06 20:03:25,-2.5908,-51.9542,76.66,89,91,3.74
483,Bathsheba,BB,2022-06-06 20:03:25,13.2167,-59.5167,84.81,74,20,24.16
484,Linares,CL,2022-06-06 19:58:26,-35.85,-71.6,60.75,61,95,1.32
485,Pandan,PH,2022-06-06 20:03:25,14.0453,124.1694,80.35,79,7,5.1
486,Wanning,CN,2022-06-06 20:03:25,18.8003,110.3967,80.69,87,100,9.1
487,Teguldet,RU,2022-06-06 20:03:26,57.3064,88.1667,35.98,90,45,5.12
488,Werda,BW,2022-06-06 20:03:26,-25.2667,23.2833,56.95,40,100,7.87
489,Bengkulu,ID,2022-06-06 20:03:26,-3.8004,102.2655,74.75,93,100,4.63
490,Haldibari,IN,2022-06-06 20:03:27,26.3333,88.7667,77.13,94,100,6.22
491,Gloucester,GB,2022-06-06 20:00:08,51.8657,-2.2431,61.7,82,59,1.92
492,Arrecife,ES,2022-06-06 20:03:27,28.963,-13.5477,71.58,68,20,18.41
493,Nouadhibou,MR,2022-06-06 20:03:27,20.931,-17.0347,67.3,83,94,28.12
494,Lazaro Cardenas,MX,2022-06-06 20:03:28,17.9583,-102.2,85.03,61,17,10.67
495,Comoapan,MX,2022-06-06 20:03:28,18.4167,-95.1667,91.24,46,75,6.38
496,Fairbanks,US,2022-06-06 20:00:03,64.8378,-147.7164,74.01,29,10,1.01
497,Maumere,ID,2022-06-06 20:03:28,-8.6199,122.2111,78.89,81,95,4.27
498,Panaba,MX,2022-06-06 20:03:29,21.2833,-88.2667,91.26,50,89,8.68
499,Akaltara,IN,2022-06-06 20:03:29,22.0167,82.4333,93.4,17,64,5.21
500,Potiskum,NG,2022-06-06 20:03:29,11.7091,11.0694,81.66,53,97,12.17
501,Mabaruma,GY,2022-06-06 20:04:30,8.2,-59.7833,72.41,99,100,3.2
502,Payson,US,2022-06-06 20:04:30,40.0444,-111.7321,76.41,42,75,11.5
503,Rivera,UY,2022-06-06 20:04:30,-30.9053,-55.5508,58.14,94,100,6.62
504,Makat,KZ,2022-06-06 20:04:31,47.6469,53.3463,74.34,57,92,13.94
505,De Aar,ZA,2022-06-06 20:04:31,-30.6497,24.0123,52.84,37,0,2.91
506,Lircay,PE,2022-06-06 20:04:32,-12.9896,-74.7205,59.05,51,64,9.19
507,Cayenne,GF,2022-06-06 20:00:12,4.9333,-52.3333,77.04,1,100,5.75
508,Vrede,ZA,2022-06-06 20:04:32,-27.4257,29.1659,46.08,60,0,3.56
509,Prince Rupert,CA,2022-06-06 20:04:32,54.3161,-130.3201,56.07,71,100,5.48
510,Klaksvik,FO,2022-06-06 20:04:33,62.2266,-6.589,52.72,93,44,9.93
511,Dangtu,CN,2022-06-06 20:04:33,31.5723,118.4928,69.06,76,56,5.61
512,Xuanhua,CN,2022-06-06 20:04:34,40.6103,115.0447,59.13,47,21,2.19
513,Kupang,ID,2022-06-06 20:01:10,-10.1667,123.5833,77.47,87,86,8.57
514,Berlevag,NO,2022-06-06 20:04:34,70.8578,29.0864,46.4,70,0,13.8
515,Iquitos,PE,2022-06-06 20:01:09,-3.7481,-73.2472,83.71,76,78,3.24
516,Mugur-Aksy,RU,2022-06-06 20:04:35,50.35,90.5,39.36,48,99,2.59
517,Xiaoweizhai,CN,2022-06-06 20:04:35,26.1903,107.5125,68.13,91,96,3.56
518,Clarksburg,US,2022-06-06 20:02:21,39.2807,-80.3445,86.41,37,20,8.05
519,Salvador,SV,2022-06-06 20:04:36,13.8333,-88.9167,66.6,93,100,2.82
520,Volcan,PA,2022-06-06 20:04:36,8.7667,-82.6333,59.11,95,100,1.48
521,Haines Junction,CA,2022-06-06 20:04:37,60.7522,-137.5108,73.9,28,91,2.91
522,Derzhavinsk,KZ,2022-06-06 20:04:37,51.1,66.3167,67.44,38,100,4.41
523,Strezhevoy,RU,2022-06-06 20:04:38,60.7333,77.5889,36.75,73,97,5.91
524,Deputatskiy,RU,2022-06-06 20:04:38,69.3,139.9,48.92,43,13,6.67
525,Adamovka,RU,2022-06-06 20:04:38,51.5223,59.9396,66.9,60,92,23.53
526,Barranca,PE,2022-06-06 20:04:38,-10.75,-77.7667,67.01,76,36,8.5
527,Avera,US,2022-06-06 20:04:39,33.194,-82.5271,88.56,37,63,6.64
528,Athabasca,CA,2022-06-06 20:04:39,54.7169,-113.2854,63.46,56,100,9.55
529,Almaznyy,RU,2022-06-06 20:04:39,48.0448,40.045,57.87,80,3,7.05
530,Neryungri,RU,2022-06-06 20:04:40,56.6709,124.6491,54.84,69,24,2.33
531,Huilong,CN,2022-06-06 20:04:40,31.8111,121.655,71.92,95,55,12.86
532,Agadir,MA,2022-06-06 20:00:23,30.4202,-9.5982,72.05,75,62,5.91
533,Udachnyy,RU,2022-06-06 20:04:40,66.4167,112.4,43.56,84,99,4.23
534,Kahului,US,2022-06-06 20:04:41,20.8947,-156.47,87.82,48,20,16.11
535,Baykit,RU,2022-06-06 20:04:41,61.67,96.37,46.83,91,100,3.33
536,Goderich,CA,2022-06-06 20:04:41,43.7501,-81.7165,59.92,97,100,3.8
537,Valday,RU,2022-06-06 20:04:41,57.9747,33.2525,45.32,71,0,2.91
538,Kuandian,CN,2022-06-06 20:04:42,40.7286,124.7847,55.27,86,100,2.44
539,Mattawa,US,2022-06-06 20:04:42,46.7379,-119.9028,71.6,42,9,11.99
540,Kirkland Lake,CA,2022-06-06 20:00:07,48.1446,-80.0377,61.97,54,100,9.66
541,Taoudenni,ML,2022-06-06 20:04:42,22.6783,-3.9836,103.3,6,27,11.21
542,Ambulu,ID,2022-06-06 20:04:43,-8.345,113.6058,75.4,91,78,2.57
543,Tutoia,BR,2022-06-06 20:04:43,-2.7619,-42.2744,77.81,88,23,1.86
544,Caravelas,BR,2022-06-06 20:04:43,-17.7125,-39.2481,70.65,73,2,5.12
545,Gweta,BW,2022-06-06 20:04:44,-20.1833,25.2333,58.98,56,88,16.69
546,Anadyr,RU,2022-06-06 20:04:44,64.75,177.4833,41.0,100,98,4.0
547,Bone,DE,2022-06-06 20:05:44,51.9669,12.1396,64.26,70,4,3.58
548,Primorsk,UA,2022-06-06 20:05:44,46.7348,36.3443,66.52,62,86,13.87
549,Rio Gallegos,AR,2022-06-06 20:05:45,-51.6226,-69.2181,44.65,33,40,14.97
550,Izumo,JP,2022-06-06 20:05:45,35.3667,132.7667,61.11,90,86,11.36
551,Changli,CN,2022-06-06 20:05:45,39.7042,119.1506,55.4,66,3,5.5
552,Dunmore Town,BS,2022-06-06 20:05:46,25.5,-76.65,76.48,88,100,21.61
553,Tandil,AR,2022-06-06 20:04:26,-37.3217,-59.1332,60.69,48,67,7.09
554,La Ferte-Bernard,FR,2022-06-06 20:05:46,48.1863,0.6536,62.22,83,100,4.9
555,Vostok,RU,2022-06-06 20:05:46,46.4856,135.8833,41.23,54,4,3.36
556,Dabakala,CI,2022-06-06 20:05:47,8.3667,-4.4333,75.34,84,80,4.63
557,Helena,US,2022-06-06 20:05:47,46.5927,-112.0361,64.35,51,40,14.0
558,Cockburn Town,TC,2022-06-06 20:05:47,21.4612,-71.1419,80.98,81,53,13.8
559,Vanavara,RU,2022-06-06 20:05:47,60.34,102.2797,50.02,89,100,7.83
560,Aykhal,RU,2022-06-06 20:05:48,66.0,111.5,40.86,94,13,4.09
561,Mirnyy,RU,2022-06-06 20:05:48,62.5353,113.9611,46.85,89,8,2.68
562,Palm Springs,US,2022-06-06 20:05:48,33.8303,-116.5453,102.63,24,0,9.22
563,Dunedin,NZ,2022-06-06 20:05:49,-45.8742,170.5036,52.81,54,100,7.0
564,Tatawin,TN,2022-06-06 20:05:49,32.9297,10.4518,85.5,31,0,3.87
565,Chapais,CA,2022-06-06 20:02:44,49.7834,-74.8492,63.79,49,100,3.6
566,Tansen,NP,2022-06-06 20:05:49,27.8673,83.5467,70.02,50,6,3.71
